Symbol, TimeStamp,  QuoteTimeStamp, SequenceNumber, BidTimeStamp,Bid, BidSize,  BidExchange, AskTimeStamp, Ask, AskSize, AskExchange,BidVol,MidVol,AskVol,Delta,EstDelta,Gamma,Rho,Vega,Theta,UnderlierBid,UnderlierAsk,ForwardPrice,Borrow,Reserved1,Reserved2,WMP,PFE
SPY   160930P00202000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3659198,5/26/2016 8:44:29 AM,5.27,71,I,5/26/2016 8:44:29 AM,5.34,2893,X,0.16151,0.16225,0.16302,-0.36827,-0.36827,0.01889,-0.26858,0.46232,-0.0294,209.62,209.63,207.68692,0.27666,0,5.305,0,0,
SPY   160930P00203000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3713523,5/26/2016 8:44:36 AM,5.55,2036,X,5/26/2016 8:44:36 AM,5.62,4372,W,0.15865,0.1594,0.16015,-0.38643,-0.38643,0.01952,-0.28157,0.46885,-0.02932,209.62,209.63,207.68692,0.27666,0,5.585,0,0,
SPY   160930P00204000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3713417,5/26/2016 8:44:37 AM,5.84,273,C,5/26/2016 8:44:37 AM,5.93,4421,W,0.15566,0.15661,0.15757,-0.40543,-0.40543,0.02012,-0.29526,0.47522,-0.02918,209.62,209.63,207.68692,0.27666,0,5.885,0,0,
SPY   160930P00205000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3721214,5/26/2016 8:44:36 AM,6.17,391,X,5/26/2016 8:44:37 AM,6.24,65,Z,0.15315,0.15388,0.1546,-0.42527,-0.42527,0.0207,-0.3094,0.47985,-0.02898,209.62,209.63,207.68692,0.27666,0,6.205,0,0,
SPY   160930P00206000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3713444,5/26/2016 8:44:36 AM,6.49,593,C,5/26/2016 8:44:37 AM,6.58,4447,W,0.15003,0.15096,0.15189,-0.44588,-0.44588,0.02128,-0.32393,0.48394,-0.02866,209.62,209.63,207.68692,0.27666,0,6.535,0,0,
SPY   160930P00207000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3696507,5/26/2016 8:44:32 AM,6.86,199,A,5/26/2016 8:44:32 AM,6.91,1,I,0.14735,0.14786,0.14837,-0.46778,-0.46778,0.02186,-0.33978,0.4866,-0.02823,209.60001,209.61,207.66689,0.27663,0,6.885,0,0,
SPY   160930P00208000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3659244,5/26/2016 8:44:29 AM,7.23,65,Z,5/26/2016 8:44:29 AM,7.31,26,N,0.14462,0.14543,0.14626,-0.4896,-0.4896,0.02229,-0.35573,0.48779,-0.02785,209.62,209.63,207.68692,0.27666,0,7.27,0,0,
SPY   160930P00209000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770325,5/26/2016 8:44:57 AM,7.62,88,Q,5/26/2016 8:44:57 AM,7.69,26,N,0.14186,0.14258,0.14329,-0.51219,-0.51219,0.02273,-0.37139,0.48803,-0.02728,209.64,209.64999,207.70695,0.27669,0,7.655,0,0,
SPY   160930P00210000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3713421,5/26/2016 8:44:36 AM,8.04,130,T,5/26/2016 8:44:36 AM,8.13,3291,X,0.13883,0.13975,0.14068,-0.53646,-0.53646,0.0231,-0.38849,0.48621,-0.02663,209.62,209.63,207.68692,0.27666,0.375,7.71,0,0,
SPY   160930P00211000,5/26/2016 8:45:00 AM,5/26/2016 8:44:54 AM,3765026,5/26/2016 8:44:54 AM,8.48,26,N,5/26/2016 8:44:52 AM,8.57,1101,X,0.13592,0.13685,0.13778,-0.56104,-0.56104,0.02341,-0.40618,0.48292,-0.02585,209.62,209.63,207.68692,0.27666,1.375,7.15,0,0,
SPY   160930P00212000,5/26/2016 8:45:00 AM,5/26/2016 8:44:52 AM,3755981,5/26/2016 8:44:52 AM,8.94,82,N,5/26/2016 8:44:52 AM,9.03,795,W,0.13288,0.13383,0.13478,-0.58642,-0.58642,0.02365,-0.42347,0.47739,-0.02496,209.62,209.63,207.68692,0.27666,2.375,6.61,0,0,
SPY   160930P00213000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770359,5/26/2016 8:44:57 AM,9.4,10,X,5/26/2016 8:44:57 AM,9.51,418,C,0.12955,0.13072,0.13189,-0.61208,-0.61208,0.02381,-0.44163,0.47012,-0.02395,209.64,209.64999,207.70695,0.27669,3.355,6.1,0,0,
SPY   160930P00214000,5/26/2016 8:45:00 AM,5/26/2016 8:44:57 AM,3769208,5/26/2016 8:44:54 AM,9.92,310,C,5/26/2016 8:44:57 AM,10.03,183,N,0.12648,0.12769,0.12889,-0.63896,-0.63896,0.02382,-0.46047,0.46037,-0.02283,209.63,209.64,207.69693,0.27667,4.365,5.61,0,0,
SPY   160930P00215000,5/26/2016 8:45:00 AM,5/26/2016 8:44:57 AM,3769207,5/26/2016 8:44:54 AM,10.46,303,C,5/26/2016 8:44:57 AM,10.58,180,N,0.12335,0.1247,0.12605,-0.66602,-0.66602,0.0237,-0.4797,0.4482,-0.02163,209.63,209.64,207.69693,0.27667,5.365,5.155,0,0,
SPY   160930P00216000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770340,5/26/2016 8:44:57 AM,11.03,355,C,5/26/2016 8:44:57 AM,11.15,178,W,0.12036,0.12178,0.12316,-0.69303,-0.69303,0.02342,-0.49856,0.43372,-0.02035,209.64,209.64999,207.70695,0.27669,6.355,4.735,0,0,
SPY   160930P00217000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3721210,5/26/2016 8:44:37 AM,11.65,83,X,5/26/2016 8:44:37 AM,11.79,561,C,0.1173,0.11901,0.12072,-0.72056,-0.72056,0.02294,-0.51765,0.41609,-0.01899,209.62,209.63,207.68692,0.27666,7.375,4.345,0,0,
SPY   160930P00218000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770342,5/26/2016 8:44:58 AM,12.27,115,X,5/26/2016 8:44:58 AM,12.47,20,X,0.11417,0.11674,0.1193,-0.74607,-0.74607,0.02227,-0.53616,0.39808,-0.01771,209.64,209.64999,207.70695,0.27669,8.355,4.015,0,0,
SPY   160930P00219000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770338,5/26/2016 8:44:57 AM,12.95,99,X,5/26/2016 8:44:58 AM,13.15,48,N,0.11134,0.11408,0.1168,-0.77237,-0.77237,0.02147,-0.55397,0.37676,-0.01624,209.64,209.64999,207.70695,0.27669,9.355,3.695,0,0,
SPY   160930P00220000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770368,5/26/2016 8:44:57 AM,13.65,103,X,5/26/2016 8:44:58 AM,13.87,48,Z,0.10817,0.11142,0.11461,-0.79811,-0.79811,0.02049,-0.57271,0.3532,-0.01473,209.64,209.64999,207.70695,0.27669,10.355,3.405,0,0,
SPY   160930P00225000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3680742,5/26/2016 8:44:29 AM,17.69,151,M,5/26/2016 8:44:31 AM,17.97,30,W,0.09371,0.10102,0.1075,-0.9037,-0.9037,0.01363,-0.64838,0.22252,-0.00778,209.62,209.63,207.68692,0.27666,15.375,2.455,0,0,
SPY   160930P00230000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775968,5/26/2016 8:44:58 AM,22.33,148,X,5/26/2016 8:44:58 AM,22.65,10,C,0.07858,0.09937,0.11146,-0.95492,-0.95492,0.00762,-0.69191,0.12852,-0.00391,209.63,209.64,207.69693,0.27667,20.365,2.125,0,0,
SPY   160930P00235000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775959,5/26/2016 8:44:58 AM,27.13,27,M,5/26/2016 8:44:58 AM,27.56,45,W,0,0.09841,0.12326,-0.98081,-0.98081,0.00367,-0.72083,0.06537,-0.00149,209.63,209.64,207.69693,0.27667,25.365,1.98,0,0,
SPY   160930P00240000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775974,5/26/2016 8:44:58 AM,32.11,21,J,5/26/2016 8:44:58 AM,32.52,10,C,0,0.10821,0.13707,-0.986,-0.986,0.00249,-0.73891,0.04947,-0.00102,209.63,209.64,207.69693,0.27667,30.365,1.95,0,0,
SPY   160930P00245000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775964,5/26/2016 8:44:58 AM,37.03,10,C,5/26/2016 8:44:58 AM,37.49,15,C,0,0.10233,0.15068,-0.99551,-0.99551,0.00081,-0.75821,0.01751,0,209.63,209.64,207.69693,0.27667,35.365,1.895,0,0,
SPY   160930P00250000,5/26/2016 8:45:00 AM,5/26/2016 8:44:36 AM,3703477,5/26/2016 8:44:34 AM,42.03,15,C,5/26/2016 8:44:35 AM,42.51,14,C,0,0,0.16463,-0.96713,-0.96713,0.00352,-0.76073,0.09521,-0.00465,209.59,209.60001,207.65688,0.27661,40.405,1.865,0,0,
SPY   160930P00300000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775965,5/26/2016 8:44:58 AM,91.86,10,C,5/26/2016 8:44:58 AM,92.34,14,C,0,0,0.28686,-0.98013,-0.98013,0.0013,-0.92155,0.05859,-0.00425,209.63,209.64,207.69693,0.27667,90.365,1.735,0,0,
SPY   160930P00305000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775963,5/26/2016 8:44:58 AM,96.85,10,C,5/26/2016 8:44:58 AM,97.33,14,C,0,0,0.2979,-0.98059,-0.98059,0.00122,-0.93742,0.05823,-0.00425,209.63,209.64,207.69693,0.27667,95.365,1.725,0,0,
SPY   160930P00310000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3700504,5/26/2016 8:44:34 AM,101.87,10,C,5/26/2016 8:44:34 AM,102.36,10,C,0,0,0.30878,-0.98104,-0.98104,0.00115,-0.95329,0.05634,-0.00424,209.59,209.60001,207.65688,0.27661,100.405,1.71,0,0,
SPY   160930P00315000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775966,5/26/2016 8:44:58 AM,106.84,1,C,5/26/2016 8:44:58 AM,107.31,14,C,0,0,0.31919,-0.98143,-0.98143,0.00109,-0.96817,0.05508,-0.00423,209.63,209.64,207.69693,0.27667,105.365,1.71,0,0,
SPY   161216C00015000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695757,5/26/2016 8:44:32 AM,194.16,10,C,5/26/2016 8:44:32 AM,195.00999,10,C,0,0,2.41328,0.99533,0.99533,6E-05,0.0296,0.02116,-0.01556,209.60001,209.61,206.75172,0.63734,194.605,-0.02,0,0,
SPY   161216C00020000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695739,5/26/2016 8:44:32 AM,189.14999,10,C,5/26/2016 8:44:32 AM,190.00999,10,C,0,0,2.06306,0.99427,0.99427,8E-05,0.02792,0.02252,-0.01621,209.60001,209.61,206.75172,0.63734,189.605,-0.02501,0,0,
SPY   161216C00025000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695774,5/26/2016 8:44:32 AM,184.16,10,C,5/26/2016 8:44:32 AM,185.00999,10,C,0,0,1.82149,0.99333,0.99333,0.0001,0.03464,0.02339,-0.01649,209.60001,209.61,206.75172,0.63734,184.605,-0.02,0,0,
SPY   161216C00030000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695736,5/26/2016 8:44:32 AM,179.14999,10,C,5/26/2016 8:44:32 AM,180.00999,10,C,0,0,1.63891,0.99246,0.99246,0.00013,0.0415,0.02573,-0.01665,209.60001,209.61,206.75172,0.63734,179.605,-0.02501,0,0,
SPY   161216C00035000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695734,5/26/2016 8:44:32 AM,174.14999,10,C,5/26/2016 8:44:32 AM,175.00999,10,C,0,0,1.49281,0.99162,0.99162,0.00016,0.04822,0.02867,-0.01675,209.60001,209.61,206.75172,0.63734,174.605,-0.02501,0,0,
SPY   161216C00040000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695735,5/26/2016 8:44:32 AM,169.16,10,C,5/26/2016 8:44:32 AM,170.00999,10,C,0,0,1.3713,0.99079,0.99079,0.00018,0.05493,0.03122,-0.01682,209.60001,209.61,206.75172,0.63734,169.605,-0.02,0,0,
SPY   161216C00045000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695728,5/26/2016 8:44:32 AM,164.16,10,C,5/26/2016 8:44:32 AM,165.00999,10,C,0,0,1.26749,0.98998,0.98998,0.00022,0.0618,0.03362,-0.01685,209.60001,209.61,206.75172,0.63734,164.605,-0.02,0,0,
SPY   161216C00050000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695716,5/26/2016 8:44:32 AM,159.14999,10,C,5/26/2016 8:44:32 AM,160.00999,10,C,0,0,1.17697,0.98916,0.98916,0.00025,0.06912,0.03603,-0.01686,209.60001,209.61,206.75172,0.63734,159.605,-0.02501,0,0,
SPY   161216C00055000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695725,5/26/2016 8:44:32 AM,154.14999,10,C,5/26/2016 8:44:32 AM,155.00999,10,C,0,0,1.09685,0.98833,0.98833,0.00028,0.07645,0.03825,-0.01686,209.60001,209.61,206.75172,0.63734,154.605,-0.02501,0,0,
SPY   161216C00060000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695762,5/26/2016 8:44:32 AM,149.14999,10,C,5/26/2016 8:44:32 AM,150.00999,10,C,0,0,1.02496,0.98749,0.98749,0.00032,0.08514,0.0405,-0.01683,209.60001,209.61,206.75172,0.63734,149.605,-0.02501,0,0,
SPY   161216C00065000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695727,5/26/2016 8:44:32 AM,144.16,10,C,5/26/2016 8:44:32 AM,145.00999,10,C,0,0,0.95976,0.98664,0.98664,0.00037,0.09415,0.04312,-0.01679,209.60001,209.61,206.75172,0.63734,144.605,-0.02,0,0,
SPY   161216C00070000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695732,5/26/2016 8:44:32 AM,139.16,10,C,5/26/2016 8:44:32 AM,140.00999,10,C,0,0,0.9002,0.98576,0.98576,0.00041,0.10223,0.04628,-0.01675,209.60001,209.61,206.75172,0.63734,139.605,-0.02,0,0,
SPY   161216C00075000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695763,5/26/2016 8:44:32 AM,134.16,10,C,5/26/2016 8:44:32 AM,135.00999,10,C,0,0,0.8453,0.98486,0.98486,0.00047,0.11032,0.0499,-0.01669,209.60001,209.61,206.75172,0.63734,134.605,-0.02,0,0,
SPY   161216C00080000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695749,5/26/2016 8:44:32 AM,129.16,10,C,5/26/2016 8:44:32 AM,130.00999,10,C,0,0,0.79441,0.98392,0.98392,0.00052,0.11734,0.05347,-0.01663,209.60001,209.61,206.75172,0.63734,129.605,-0.02,0,0,
SPY   161216C00085000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695715,5/26/2016 8:44:32 AM,124.15,10,C,5/26/2016 8:44:32 AM,125.01,10,C,0,0,0.74699,0.98295,0.98295,0.00059,0.1252,0.05689,-0.01658,209.60001,209.61,206.75172,0.63734,124.605,-0.025,0,0,
SPY   161216C00090000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720901,5/26/2016 8:44:37 AM,119.37,15,C,5/26/2016 8:44:37 AM,119.87,10,C,0,0,0.67033,0.98728,0.98728,0.00054,0.13565,0.04552,-0.01151,209.62,209.63,206.77179,0.63741,119.625,-0.005,0,0,
SPY   161216C00092000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775827,5/26/2016 8:44:58 AM,117.39,15,C,5/26/2016 8:44:58 AM,117.88,10,C,0,0,0.65397,0.98701,0.98701,0.00057,0.13878,0.04607,-0.01148,209.63,209.64,206.78181,0.63744,117.635,0,0,0,
SPY   161216C00095000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720895,5/26/2016 8:44:37 AM,114.37,15,C,5/26/2016 8:44:37 AM,114.87,10,C,0,0,0.63016,0.98658,0.98658,0.00061,0.14275,0.04769,-0.01144,209.62,209.63,206.77179,0.63741,114.625,-0.005,0,0,
SPY   161216C00097000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775829,5/26/2016 8:44:58 AM,112.39,15,C,5/26/2016 8:44:58 AM,112.88,10,C,0,0,0.6148,0.98628,0.98628,0.00064,0.14603,0.04914,-0.01142,209.63,209.64,206.78181,0.63744,112.635,0,0,0,
SPY   161216C00100000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720883,5/26/2016 8:44:37 AM,109.37,15,C,5/26/2016 8:44:37 AM,109.87,10,C,0,0,0.5923,0.98583,0.98583,0.00068,0.14984,0.05166,-0.01138,209.62,209.63,206.77179,0.63741,109.625,-0.005,0,0,
SPY   161216C00105000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720903,5/26/2016 8:44:37 AM,104.37,15,C,5/26/2016 8:44:37 AM,104.87,10,C,0,0,0.55645,0.98504,0.98504,0.00076,0.15717,0.05578,-0.01131,209.62,209.63,206.77179,0.63741,104.625,-0.005,0,0,
SPY   161216C00110000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720898,5/26/2016 8:44:37 AM,99.38,15,C,5/26/2016 8:44:37 AM,99.87,10,C,0,0,0.52212,0.98421,0.98421,0.00085,0.16151,0.05925,-0.01123,209.62,209.63,206.77179,0.63741,99.625,0,0,0,
SPY   161216C00115000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720904,5/26/2016 8:44:37 AM,94.38,15,C,5/26/2016 8:44:37 AM,94.87,10,C,0,0,0.48932,0.98331,0.98331,0.00095,0.16808,0.06129,-0.01115,209.62,209.63,206.77179,0.63741,94.625,0,0,0,
SPY   161216C00120000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720896,5/26/2016 8:44:37 AM,89.38,15,C,5/26/2016 8:44:37 AM,89.87,10,C,0,0,0.45795,0.98235,0.98235,0.00107,0.17464,0.06407,-0.01106,209.62,209.63,206.77179,0.63741,89.625,0,0,0,
SPY   161216C00125000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720899,5/26/2016 8:44:37 AM,84.39,15,C,5/26/2016 8:44:37 AM,84.88,10,C,0,0,0.42942,0.98075,0.98075,0.00123,0.18089,0.06649,-0.01128,209.62,209.63,206.77179,0.63741,84.625,0.01,0,0,
SPY   161216C00130000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720887,5/26/2016 8:44:37 AM,79.4,14,C,5/26/2016 8:44:37 AM,79.88,10,C,0,0,0.40053,0.97958,0.97958,0.00139,0.18723,0.06909,-0.01119,209.62,209.63,206.77179,0.63741,79.625,0.015,0,0,
SPY   161216C00135000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720892,5/26/2016 8:44:37 AM,74.41,15,C,5/26/2016 8:44:37 AM,74.89,10,C,0,0,0.37416,0.97765,0.97765,0.0016,0.19371,0.07145,-0.0114,209.62,209.63,206.77179,0.63741,74.625,0.025,0,0,
SPY   161216C00140000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769848,5/26/2016 8:44:57 AM,69.47,20,X,5/26/2016 8:44:57 AM,69.86,86,X,0,0,0.34047,0.97967,0.97967,0.00169,0.20042,0.07267,-0.00976,209.64,209.64999,206.79185,0.63747,69.645,0.02,0,0,
SPY   161216C00145000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720889,5/26/2016 8:44:37 AM,64.48,10,C,5/26/2016 8:44:36 AM,64.86,75,X,0,0.25885,0.31744,0.99786,0.99786,0.00037,0.08904,0.00862,0,209.62,209.63,206.77179,0.63741,64.625,0.045,0,0,
SPY   161216C00150000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3723805,5/26/2016 8:44:38 AM,59.54,30,W,5/26/2016 8:44:38 AM,59.94,78,C,0,0.27154,0.30256,0.98703,0.98703,0.00157,0.14328,0.04393,-0.00506,209.62,209.63,206.77179,0.63741,59.625,0.115,0,0,
SPY   161216C00155000,5/26/2016 8:45:00 AM,5/26/2016 8:44:59 AM,3781629,5/26/2016 8:44:59 AM,54.64,20,X,5/26/2016 8:44:59 AM,55,73,X,0,0.2609,0.28165,0.97871,0.97871,0.00243,0.22015,0.07814,-0.00823,209.64,209.64999,206.79185,0.63747,54.645,0.175,0,0,
SPY   161216C00160000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3723800,5/26/2016 8:44:37 AM,49.76,65,X,5/26/2016 8:44:38 AM,50.14,102,X,0.22984,0.2541,0.26903,0.96268,0.96268,0.0036,0.2285,0.12009,-0.01262,209.62,209.63,206.77179,0.63741,49.625,0.325,0,0,
SPY   161216C00165000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775828,5/26/2016 8:44:58 AM,44.96,94,X,5/26/2016 8:44:58 AM,45.19,84,M,0.23033,0.23957,0.24705,0.94982,0.94982,0.00464,0.3302,0.15839,-0.01486,209.63,209.64,206.78181,0.63744,44.635,0.44,0,0,
SPY   161216C00170000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712470,5/26/2016 8:44:36 AM,40.24,68,Z,5/26/2016 8:44:36 AM,40.57,72,T,0.22556,0.2343,0.24171,0.92085,0.92085,0.00606,0.43758,0.22302,-0.01899,209.62,209.63,206.77179,0.63741,39.625,0.78,0,0,
SPY   161216C00174000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712417,5/26/2016 8:44:36 AM,36.54,101,C,5/26/2016 8:44:36 AM,36.85,99,C,0.22023,0.22623,0.23192,0.89906,0.89906,0.00701,0.45086,0.27352,-0.02049,209.62,209.63,206.77179,0.63741,35.625,1.07,0,0,
SPY   161216C00175000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3742027,5/26/2016 8:44:47 AM,35.63,104,X,5/26/2016 8:44:47 AM,35.93,76,M,0.21896,0.22444,0.22987,0.8922,0.8922,0.00725,0.45063,0.28197,-0.02087,209.61,209.62,206.76176,0.63737,34.615,1.165,0,0,
SPY   161216C00176000,5/26/2016 8:45:00 AM,5/26/2016 8:44:59 AM,3781630,5/26/2016 8:44:59 AM,34.73,98,M,5/26/2016 8:44:59 AM,34.91,65,A,0.21646,0.2197,0.22294,0.88954,0.88954,0.00753,0.45216,0.28598,-0.02077,209.64,209.64999,206.79185,0.63747,33.645,1.175,0,0,
SPY   161216C00177000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720905,5/26/2016 8:44:37 AM,33.81,56,Z,5/26/2016 8:44:35 AM,33.99,141,M,0.21477,0.21799,0.22119,0.8821,0.8821,0.00779,0.45261,0.29804,-0.02116,209.62,209.63,206.77179,0.63741,32.625,1.275,0,0,
SPY   161216C00178000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769871,5/26/2016 8:44:58 AM,32.92,65,Z,5/26/2016 8:44:58 AM,33.09,67,M,0.21286,0.21586,0.21863,0.87539,0.87539,0.00806,0.52917,0.30812,-0.02147,209.64,209.64999,206.79185,0.63747,31.645,1.36,0,0,
SPY   161216C00179000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679810,5/26/2016 8:44:30 AM,32.02,30,W,5/26/2016 8:44:29 AM,32.26,70,M,0.21169,0.21558,0.21942,0.86656,0.86656,0.00828,0.53169,0.33098,-0.02197,209.62,209.63,206.77179,0.63741,30.625,1.515,0,0,
SPY   161216C00180000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712425,5/26/2016 8:44:36 AM,31.12,98,H,5/26/2016 8:44:36 AM,31.4,77,C,0.20971,0.21397,0.21803,0.85904,0.85904,0.00852,0.51069,0.3541,-0.02228,209.62,209.63,206.77179,0.63741,29.625,1.635,0,0,
SPY   161216C00181000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3742026,5/26/2016 8:44:47 AM,30.23,114,C,5/26/2016 8:44:47 AM,30.53,84,T,0.20788,0.21217,0.21629,0.85096,0.85096,0.00877,0.53839,0.36535,-0.02252,209.61,209.62,206.76176,0.63737,28.615,1.765,0,0,
SPY   161216C00182000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712375,5/26/2016 8:44:36 AM,29.36,128,X,5/26/2016 8:44:36 AM,29.63,128,X,0.20586,0.20955,0.21322,0.8438,0.8438,0.00903,0.53782,0.36964,-0.0226,209.62,209.63,206.77179,0.63741,27.625,1.87,0,0,
SPY   161216C00183000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769847,5/26/2016 8:44:58 AM,28.5,19,X,5/26/2016 8:44:57 AM,28.75,348,M,0.20369,0.20707,0.21043,0.8363,0.8363,0.00928,0.53782,0.37685,-0.02269,209.64,209.64999,206.79185,0.63747,26.645,1.98,0,0,
SPY   161216C00184000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769870,5/26/2016 8:44:58 AM,27.64,19,X,5/26/2016 8:44:57 AM,27.87,360,M,0.20192,0.205,0.20806,0.82783,0.82783,0.00954,0.5447,0.38444,-0.02282,209.64,209.64999,206.79185,0.63747,25.645,2.11,0,0,
SPY   161216C00185000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769844,5/26/2016 8:44:58 AM,26.78,48,N,5/26/2016 8:44:57 AM,27,282,X,0.20012,0.20301,0.20582,0.81922,0.81922,0.0098,0.58329,0.39246,-0.02299,209.64,209.64999,206.79185,0.63747,24.645,2.245,0,0,
SPY   161216C00186000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679802,5/26/2016 8:44:30 AM,25.92,29,W,5/26/2016 8:44:30 AM,26.1,117,X,0.19864,0.20095,0.2032,0.81077,0.81077,0.0101,0.58556,0.4194,-0.02324,209.62,209.63,206.77179,0.63741,23.625,2.385,0,0,
SPY   161216C00187000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679761,5/26/2016 8:44:30 AM,25.07,28,W,5/26/2016 8:44:30 AM,25.27,129,M,0.19666,0.19901,0.20135,0.80161,0.80161,0.01039,0.55546,0.43808,-0.02346,209.62,209.63,206.77179,0.63741,22.625,2.545,0,0,
SPY   161216C00188000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775826,5/26/2016 8:44:58 AM,24.3,276,A,5/26/2016 8:44:58 AM,24.47,514,A,0.19597,0.19786,0.19977,0.79113,0.79113,0.01062,0.58367,0.4491,-0.02373,209.63,209.64,206.78181,0.63744,21.635,2.75,0,0,
SPY   161216C00189000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712473,5/26/2016 8:44:36 AM,23.46,277,A,5/26/2016 8:44:36 AM,23.61,123,A,0.19377,0.19543,0.19708,0.78167,0.78167,0.01091,0.58229,0.45349,-0.02379,209.62,209.63,206.77179,0.63741,20.625,2.91,0,0,
SPY   161216C00190000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679808,5/26/2016 8:44:30 AM,22.65,276,N,5/26/2016 8:44:30 AM,22.73,165,M,0.19199,0.19286,0.19374,0.77216,0.77216,0.01122,0.58233,0.45829,-0.02382,209.62,209.63,206.77179,0.63741,19.625,3.065,0,0,
