Symbol, TimeStamp,  QuoteTimeStamp, SequenceNumber, BidTimeStamp,Bid, BidSize,  BidExchange, AskTimeStamp, Ask, AskSize, AskExchange,BidVol,MidVol,AskVol,Delta,EstDelta,Gamma,Rho,Vega,Theta,UnderlierBid,UnderlierAsk,ForwardPrice,Borrow,Reserved1,Reserved2,WMP,PFE
SPY   170616C00155000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712076,5/26/2016 8:44:34 AM,55.28,113,X,5/26/2016 8:44:36 AM,55.76,110,X,0.24193,0.25255,0.26037,0.92695,0.92695,0.00423,0.63522,0.30984,-0.01478,209.62,209.63,205.63829,1.76964,54.625,0.895,0,0,
SPY   170616C00160000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679481,5/26/2016 8:44:30 AM,50.7,10,C,5/26/2016 8:44:29 AM,50.9,118,M,0.23696,0.23997,0.24297,0.91028,0.91028,0.00478,0.69031,0.33759,-0.01495,209.62,209.63,205.63829,1.76964,49.625,1.175,0,0,
SPY   170616C00165000,5/26/2016 8:45:00 AM,5/26/2016 8:44:53 AM,3759338,5/26/2016 8:44:52 AM,46.22,108,X,5/26/2016 8:44:52 AM,46.66,52,E,0.23079,0.23666,0.24176,0.88043,0.88043,0.00518,0.8268,0.43443,-0.01533,209.62,209.63,205.63829,1.76964,44.625,1.815,0,0,
SPY   170616C00170000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769680,5/26/2016 8:44:57 AM,41.84,107,X,5/26/2016 8:44:57 AM,42.28,102,C,0.22316,0.22797,0.23273,0.855,0.855,0.00578,0.81966,0.46842,-0.0161,209.64,209.64999,205.65846,1.76981,39.645,2.415,0,0,
SPY   170616C00175000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712074,5/26/2016 8:44:35 AM,37.56,76,Z,5/26/2016 8:44:36 AM,37.95,79,C,0.21652,0.22011,0.22368,0.82549,0.82549,0.00641,0.89939,0.54857,-0.01686,209.62,209.63,205.63829,1.76964,34.625,3.13,0,0,
SPY   170616C00180000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679480,5/26/2016 8:44:29 AM,33.44,20,X,5/26/2016 8:44:29 AM,33.65,158,X,0.20908,0.21092,0.21272,0.79395,0.79395,0.00724,0.91888,0.58591,-0.01771,209.62,209.63,205.63829,1.76964,29.625,3.92,0,0,
SPY   170616C00181000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679482,5/26/2016 8:44:31 AM,32.63,30,W,5/26/2016 8:44:30 AM,32.84,135,X,0.20768,0.20946,0.21124,0.78684,0.78684,0.0074,0.92346,0.59437,-0.0179,209.62,209.63,205.63829,1.76964,28.625,4.11,0,0,
SPY   170616C00182000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679490,5/26/2016 8:44:31 AM,31.83,30,W,5/26/2016 8:44:30 AM,32.03,178,M,0.20638,0.20808,0.20977,0.77955,0.77955,0.00756,0.94603,0.61217,-0.01809,209.62,209.63,205.63829,1.76964,27.625,4.305,0,0,
SPY   170616C00183000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679471,5/26/2016 8:44:31 AM,31.03,30,W,5/26/2016 8:44:30 AM,31.22,147,X,0.20507,0.20661,0.20811,0.77228,0.77228,0.00772,0.99051,0.64256,-0.01827,209.62,209.63,205.63829,1.76964,26.625,4.5,0,0,
SPY   170616C00184000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657104,5/26/2016 8:44:28 AM,30.21,30,W,5/26/2016 8:44:28 AM,30.43,170,M,0.20305,0.20475,0.20645,0.76503,0.76503,0.0079,0.93964,0.65017,-0.01838,209.62,209.63,205.63831,1.76964,25.625,4.695,0,0,
SPY   170616C00185000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657059,5/26/2016 8:44:28 AM,29.42,10,C,5/26/2016 8:44:27 AM,29.63,136,M,0.20137,0.20297,0.20458,0.75751,0.75751,0.00807,0.93416,0.65679,-0.01849,209.62,209.63,205.63831,1.76964,24.625,4.9,0,0,
SPY   170616C00186000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657134,5/26/2016 8:44:28 AM,28.64,30,W,5/26/2016 8:44:27 AM,28.85,138,X,0.19979,0.20138,0.20296,0.74964,0.74964,0.00825,0.92934,0.66305,-0.01862,209.62,209.63,205.63831,1.76964,23.625,5.12,0,0,
SPY   170616C00187000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679454,5/26/2016 8:44:31 AM,27.89,30,W,5/26/2016 8:44:30 AM,28.07,81,M,0.19858,0.19993,0.20129,0.74145,0.74145,0.00842,0.92577,0.67108,-0.01875,209.62,209.63,205.63829,1.76964,22.625,5.355,0,0,
SPY   170616C00188000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679508,5/26/2016 8:44:30 AM,27.12,10,C,5/26/2016 8:44:29 AM,27.3,86,M,0.19704,0.19839,0.19973,0.73318,0.73318,0.0086,0.93756,0.68007,-0.01887,209.62,209.63,205.63829,1.76964,21.625,5.585,0,0,
SPY   170616C00189000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775776,5/26/2016 8:44:58 AM,26.37,852,X,5/26/2016 8:44:58 AM,26.66,802,W,0.19564,0.19776,0.19986,0.72416,0.72416,0.00874,0.95278,0.68711,-0.01908,209.63,209.64,205.64838,1.76973,20.635,5.88,0,0,
SPY   170616C00190000,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712079,5/26/2016 8:44:36 AM,25.61,720,W,5/26/2016 8:44:37 AM,25.88,10,M,0.19422,0.19619,0.19815,0.71559,0.71559,0.00892,0.96827,0.69624,-0.01917,209.62,209.63,205.63829,1.76964,19.625,6.12,0,0,
SPY   170616C00191000,5/26/2016 8:45:00 AM,5/26/2016 8:44:32 AM,3686527,5/26/2016 8:44:32 AM,24.86,943,W,5/26/2016 8:44:32 AM,25.14,96,H,0.19329,0.19525,0.19717,0.7062,0.7062,0.00908,0.98684,0.72759,-0.01934,209.58,209.58,205.59291,1.76926,18.58,6.42,0,0,
SPY   170616C00192000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695282,5/26/2016 8:44:32 AM,24.12,480,X,5/26/2016 8:44:32 AM,24.39,542,X,0.19138,0.19323,0.19507,0.69785,0.69785,0.00926,0.94425,0.73397,-0.01935,209.60001,209.61,205.61812,1.76947,17.605,6.65,0,0,
SPY   170616C00193000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695310,5/26/2016 8:44:32 AM,23.39,602,X,5/26/2016 8:44:32 AM,23.65,547,X,0.18974,0.1915,0.19326,0.68884,0.68884,0.00944,0.93609,0.74004,-0.01938,209.60001,209.61,205.61812,1.76947,16.605,6.915,0,0,
SPY   170616C00194000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3695345,5/26/2016 8:44:32 AM,22.66,501,X,5/26/2016 8:44:32 AM,22.92,553,X,0.18803,0.18977,0.19152,0.67962,0.67962,0.00961,0.9293,0.74505,-0.0194,209.60001,209.61,205.61812,1.76947,15.605,7.185,0,0,
SPY   170616C00195000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657135,5/26/2016 8:44:27 AM,21.92,900,W,5/26/2016 8:44:27 AM,22.09,189,A,0.18595,0.18708,0.18822,0.67094,0.67094,0.00984,0.92524,0.75099,-0.01932,209.62,209.63,205.63831,1.76964,14.625,7.38,0,0,
SPY   170616C00196000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769675,5/26/2016 8:44:57 AM,21.24,600,X,5/26/2016 8:44:57 AM,21.47,884,C,0.18463,0.18616,0.18768,0.66102,0.66102,0.00997,0.94561,0.7595,-0.01941,209.64,209.64999,205.65846,1.76981,13.645,7.71,0,0,
SPY   170616C00197000,5/26/2016 8:45:00 AM,5/26/2016 8:44:32 AM,3686535,5/26/2016 8:44:32 AM,20.53,943,W,5/26/2016 8:44:32 AM,20.79,169,H,0.18359,0.18529,0.18699,0.65021,0.65021,0.01011,0.94719,0.76384,-0.0195,209.58,209.58,205.59291,1.76926,12.58,8.08,0,0,
SPY   170616C00198000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769681,5/26/2016 8:44:57 AM,19.86,120,W,5/26/2016 8:44:57 AM,20.01,83,H,0.1819,0.18288,0.18385,0.64125,0.64125,0.01032,0.97181,0.77113,-0.01942,209.64,209.64999,205.65846,1.76981,11.645,8.29,0,0,
SPY   170616C00199000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657103,5/26/2016 8:44:21 AM,19.13,900,W,5/26/2016 8:44:20 AM,19.32,265,X,0.17997,0.18116,0.18236,0.63095,0.63095,0.0105,0.92297,0.79176,-0.01939,209.62,209.63,205.63831,1.76964,10.625,8.6,0,0,
SPY   170616C00200000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679507,5/26/2016 8:44:30 AM,18.48,900,W,5/26/2016 8:44:30 AM,18.67,282,A,0.17857,0.17976,0.18096,0.62048,0.62048,0.01064,0.91093,0.79669,-0.01937,209.62,209.63,205.63829,1.76964,9.625,8.95,0,0,
SPY   170616C00205000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657061,5/26/2016 8:44:26 AM,15.21,3494,W,5/26/2016 8:44:26 AM,15.38,99,X,0.17033,0.17137,0.17242,0.56537,0.56537,0.01143,0.9253,0.81739,-0.01896,209.62,209.63,205.63831,1.76964,4.625,10.67,0,0,
SPY   170616C00210000,5/26/2016 8:45:00 AM,5/26/2016 8:44:32 AM,3686530,5/26/2016 8:44:32 AM,12.24,4665,W,5/26/2016 8:44:32 AM,12.4,351,C,0.16257,0.16353,0.16449,0.50515,0.50515,0.01202,0.84036,0.83238,-0.01818,209.58,209.58,205.59291,1.76926,0,12.32,0,0,
SPY   170616C00215000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657075,5/26/2016 8:44:26 AM,9.52,3332,W,5/26/2016 8:44:26 AM,9.66,166,H,0.1539,0.15475,0.15561,0.44144,0.44144,0.01246,0.7448,0.8237,-0.01692,209.62,209.63,205.63831,1.76964,0,9.59,0,0,
SPY   170616C00220000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657096,5/26/2016 8:44:26 AM,7.14,2478,X,5/26/2016 8:44:26 AM,7.27,1929,C,0.14582,0.14664,0.14747,0.37405,0.37405,0.01255,0.65267,0.79089,-0.01531,209.62,209.63,205.63831,1.76964,0,7.205,0,0,
SPY   170616C00225000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657089,5/26/2016 8:44:01 AM,5.12,48,Z,5/26/2016 8:44:00 AM,5.23,3251,W,0.13791,0.13867,0.13942,0.30517,0.30517,0.0122,0.55089,0.73338,-0.01332,209.62,209.63,205.63831,1.76964,0,5.175,0,0,
SPY   170616C00230000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679465,5/26/2016 8:44:29 AM,3.49,1,I,5/26/2016 8:44:29 AM,3.56,257,C,0.13045,0.131,0.13153,0.23759,0.23759,0.01135,0.4469,0.65371,-0.01104,209.62,209.63,205.63829,1.76964,0,3.525,0,0,
SPY   170616C00235000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657079,5/26/2016 8:43:09 AM,2.22,5625,W,5/26/2016 8:43:08 AM,2.3,471,C,0.12315,0.12387,0.1246,0.17487,0.17487,0.00997,0.35044,0.55914,-0.00866,209.62,209.63,205.63831,1.76964,0,2.26,0,0,
SPY   170616C00240000,5/26/2016 8:45:00 AM,5/26/2016 8:44:32 AM,3686545,5/26/2016 8:44:32 AM,1.33,6177,W,5/26/2016 8:44:32 AM,1.4,238,I,0.11688,0.11777,0.11863,0.1211,0.1211,0.00818,0.22706,0.45285,-0.0064,209.58,209.58,205.59291,1.76926,0,1.365,0,0,
SPY   170616C00245000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679456,5/26/2016 8:44:31 AM,0.75,6750,W,5/26/2016 8:44:31 AM,0.82,6463,W,0.11109,0.11228,0.11344,0.07936,0.07936,0.00627,0.15325,0.33393,-0.00444,209.62,209.63,205.63829,1.76964,0,0.785,0,0,
SPY   170616C00250000,5/26/2016 8:45:00 AM,5/26/2016 8:44:36 AM,3702881,5/26/2016 8:44:35 AM,0.4,6750,W,5/26/2016 8:44:35 AM,0.46,6512,W,0.10671,0.1081,0.10948,0.0491,0.0491,0.00447,0.10295,0.23324,-0.00292,209.59,209.60001,205.60803,1.76938,0,0.43,0,0,
SPY   170616C00255000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637563,5/26/2016 8:33:19 AM,0.21,533,T,5/26/2016 8:33:19 AM,0.27,533,T,0.10359,0.10594,0.10783,0.03022,0.03022,0.00307,0.0695,0.16595,-0.00191,209.56,209.57001,205.58492,1.77625,0,0.24,0,0,
SPY   170616C00260000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637565,5/26/2016 8:30:08 AM,0.11,6750,W,5/26/2016 8:30:08 AM,0.17,6602,W,0.10143,0.10503,0.10789,0.01895,0.01895,0.00209,0.03592,0.11563,-0.00127,209.56,209.57001,205.58492,1.77625,0,0.14,0,0,
SPY   170616C00265000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637582,5/26/2016 8:33:19 AM,0.06,628,T,5/26/2016 8:33:19 AM,0.13,628,T,0.10059,0.10659,0.11105,0.01327,0.01327,0.00152,0.02981,0.08783,-0.00094,209.56,209.57001,205.58492,1.77625,0,0.095,0,0,
SPY   170616C00270000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637581,5/26/2016 8:33:19 AM,0.04,628,T,5/26/2016 8:33:19 AM,0.1,628,T,0.10235,0.10909,0.1142,0.00989,0.00989,0.00115,0.01969,0.06856,-0.00075,209.56,209.57001,205.58492,1.77625,0,0.07,0,0,
SPY   170616C00275000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637570,5/26/2016 8:33:19 AM,0.02,533,T,5/26/2016 8:33:19 AM,0.09,533,T,0.10106,0.11253,0.11919,0.00777,0.00777,0.0009,0.01548,0.05658,-0.00062,209.56,209.57001,205.58492,1.77625,0,0.055,0,0,
SPY   170616C00280000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637558,5/26/2016 8:33:19 AM,0.02,628,T,5/26/2016 8:33:19 AM,0.08,628,T,0.10672,0.1173,0.12375,0.00688,0.00688,0.00077,0.01318,0.05009,-0.00058,209.56,209.57001,205.58492,1.77625,0,0.05,0,0,
SPY   170616C00285000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637578,5/26/2016 8:33:19 AM,0.01,628,T,5/26/2016 8:33:19 AM,0.07,628,T,0.10551,0.1203,0.12805,0.0055,0.0055,0.00062,0.01169,0.04181,-0.00048,209.56,209.57001,205.58492,1.77625,0,0.04,0,0,
SPY   170616C00290000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637562,5/26/2016 8:33:19 AM,0.01,533,E,5/26/2016 8:33:19 AM,0.06,150,N,0.11069,0.12441,0.13167,0.00474,0.00474,0.00052,0.00901,0.03642,-0.00044,209.56,209.57001,205.58492,1.77625,0,0.035,0,0,
SPY   170616C00295000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637557,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.06,594,M,0,0.12778,0.13739,0.00402,0.00402,0.00044,0.00776,0.03153,-0.00039,209.56,209.57001,205.58492,1.77625,0,0.03,0,0,
SPY   170616C00300000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637552,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.06,598,M,0,0.13308,0.14298,0.00388,0.00388,0.00041,0.0076,0.03036,-0.00039,209.56,209.57001,205.58492,1.77625,0,0.03,0,0,
SPY   170616C00305000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637550,5/26/2016 8:30:00 AM,0,0,J,5/26/2016 8:30:00 AM,0.05,56,X,0,0.13595,0.14566,0.00323,0.00323,0.00034,0.00699,0.02603,-0.00034,209.56,209.57001,205.58492,1.77625,0,0.025,0,0,
SPY   170616C00310000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637576,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.06,4458,X,0,0.14337,0.15385,0.00364,0.00364,0.00036,0.00737,0.02827,-0.0004,209.56,209.57001,205.58492,1.77625,0,0.03,0,0,
SPY   170616C00315000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637567,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.05,150,A,0,0.146,0.15628,0.00303,0.00303,0.0003,0.00615,0.02416,-0.00034,209.56,209.57001,205.58492,1.77625,0,0.025,0,0,
SPY   170616C00320000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637569,5/26/2016 8:33:19 AM,0,0,M,5/26/2016 8:33:19 AM,0.05,628,T,0,0.15078,0.16133,0.00295,0.00295,0.00028,0.00563,0.02343,-0.00034,209.56,209.57001,205.58492,1.77625,0,0.025,0,0,
SPY   170616P00050000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637574,5/26/2016 8:33:19 AM,0.02,4500,X,5/26/2016 8:33:19 AM,0.08,3334,X,0.4657,0.50724,0.53263,-0.0015,-0.0015,5E-05,-0.00369,0.01061,-0.00064,209.56,209.57001,205.58492,1.77625,0,0.05,0,0,
SPY   170616P00055000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637577,5/26/2016 8:33:19 AM,0.03,4500,X,5/26/2016 8:33:19 AM,0.1,3330,X,0.45117,0.48681,0.5101,-0.00199,-0.00199,6E-05,-0.00488,0.0137,-0.00079,209.56,209.57001,205.58492,1.77625,0,0.065,0,0,
SPY   170616P00060000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637575,5/26/2016 8:33:19 AM,0.05,4500,X,5/26/2016 8:33:19 AM,0.12,3323,X,0.4436,0.46901,0.48766,-0.00263,-0.00263,8E-05,-0.00646,0.0177,-0.00099,209.56,209.57001,205.58492,1.77625,0,0.085,0,0,
SPY   170616P00065000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637560,5/26/2016 8:33:19 AM,0.08,628,T,5/26/2016 8:33:19 AM,0.14,628,T,0.43679,0.45264,0.46566,-0.00345,-0.00345,0.00011,-0.00848,0.02258,-0.00122,209.56,209.57001,205.58492,1.77625,0,0.11,0,0,
SPY   170616P00070000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637554,5/26/2016 8:33:19 AM,0.1,4500,X,5/26/2016 8:33:19 AM,0.17,3302,X,0.42019,0.43518,0.44766,-0.00432,-0.00432,0.00014,-0.01058,0.0276,-0.00144,209.56,209.57001,205.58492,1.77625,0,0.135,0,0,
SPY   170616P00075000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637553,5/26/2016 8:33:19 AM,0.14,628,T,5/26/2016 8:33:19 AM,0.2,628,T,0.41055,0.42051,0.42933,-0.0055,-0.0055,0.00018,-0.01349,0.03429,-0.00173,209.56,209.57001,205.58492,1.77625,0,0.17,0,0,
SPY   170616P00080000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637559,5/26/2016 8:33:19 AM,0.18,628,T,5/26/2016 8:33:19 AM,0.24,628,T,0.39804,0.40608,0.41339,-0.00689,-0.00689,0.00022,-0.01687,0.04177,-0.00204,209.56,209.57001,205.58492,1.77625,0,0.21,0,0,
SPY   170616P00085000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637571,5/26/2016 8:33:19 AM,0.23,628,T,5/26/2016 8:33:19 AM,0.29,628,T,0.38637,0.3929,0.39894,-0.00861,-0.00861,0.00028,-0.02108,0.05086,-0.00241,209.56,209.57001,205.58492,1.77625,0,0.26,0,0,
SPY   170616P00090000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637583,5/26/2016 8:33:19 AM,0.29,533,T,5/26/2016 8:33:19 AM,0.35,533,T,0.37504,0.38038,0.38541,-0.01069,-0.01069,0.00035,-0.02621,0.06142,-0.00282,209.56,209.57001,205.58492,1.77625,0,0.32,0,0,
SPY   170616P00095000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637580,5/26/2016 8:33:19 AM,0.36,4500,X,5/26/2016 8:33:19 AM,0.42,3183,X,0.36378,0.3682,0.37243,-0.01315,-0.01315,0.00044,-0.03218,0.07337,-0.00328,209.56,209.57001,205.58492,1.77625,0,0.39,0,0,
SPY   170616P00100000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637551,5/26/2016 8:30:08 AM,0.47,5,M,5/26/2016 8:30:07 AM,0.51,5875,W,0.3562,0.3586,0.36093,-0.01649,-0.01649,0.00054,-0.04049,0.08914,-0.00389,209.56,209.57001,205.58492,1.77625,0,0.49,0,0,
SPY   170616P00105000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657145,5/26/2016 8:38:29 AM,0.56,6750,W,5/26/2016 8:38:29 AM,0.61,4662,W,0.34434,0.34689,0.34938,-0.01989,-0.01989,0.00066,-0.04875,0.10434,-0.00442,209.62,209.63,205.63831,1.76964,0,0.585,0,0,
SPY   170616P00110000,5/26/2016 8:45:00 AM,5/26/2016 8:40:31 AM,2637579,5/26/2016 8:33:19 AM,0.68,533,T,5/26/2016 8:33:19 AM,0.73,533,T,0.33403,0.33619,0.33831,-0.02412,-0.02412,0.0008,-0.05916,0.12279,-0.00505,209.56,209.57001,205.58492,1.77625,0,0.705,0,0,
SPY   170616P00115000,5/26/2016 8:45:00 AM,5/26/2016 8:37:37 AM,1904972,5/26/2016 8:37:36 AM,0.83,6750,W,5/26/2016 8:37:36 AM,0.88,4991,W,0.32446,0.32628,0.32808,-0.02934,-0.02934,0.00097,-0.07202,0.1442,-0.00578,209.39999,209.41,205.43733,1.7887,0,0.855,0,0,
SPY   170616P00120000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3679473,5/26/2016 8:44:31 AM,1,4355,X,5/26/2016 8:44:31 AM,1.05,5211,W,0.31542,0.31698,0.31852,-0.03522,-0.03522,0.00116,-0.0865,0.16766,-0.00655,209.62,209.63,205.63829,1.76964,0,1.025,0,0,
SPY   170616P00125000,5/26/2016 8:45:00 AM,5/26/2016 8:44:49 AM,3745107,5/26/2016 8:44:49 AM,1.2,5950,W,5/26/2016 8:44:49 AM,1.25,5028,W,0.30624,0.30758,0.30892,-0.04219,-0.04219,0.00139,-0.10383,0.19398,-0.00737,209.62,209.63,205.63829,1.76964,0,1.225,0,0,
SPY   170616P00130000,5/26/2016 8:45:00 AM,5/26/2016 8:44:01 AM,3549385,5/26/2016 8:43:22 AM,1.43,6750,W,5/26/2016 8:43:22 AM,1.5,4746,W,0.29697,0.29859,0.30021,-0.0505,-0.0505,0.00165,-0.12417,0.22346,-0.00828,209.56,209.57001,205.5778,1.76913,0,1.465,0,0,
SPY   170616P00135000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3739957,5/26/2016 8:44:43 AM,1.71,96,X,5/26/2016 8:44:47 AM,1.76,4581,W,0.28867,0.28968,0.29069,-0.05986,-0.05986,0.00195,-0.14758,0.25552,-0.00921,209.62,209.63,205.63829,1.76964,0,1.735,0,0,
SPY   170616P00140000,5/26/2016 8:45:00 AM,5/26/2016 8:40:02 AM,2529142,5/26/2016 8:40:02 AM,2.02,158,X,5/26/2016 8:40:02 AM,2.09,4354,W,0.27963,0.28088,0.28212,-0.07095,-0.07095,0.00229,-0.17483,0.29061,-0.0102,209.53999,209.55,205.56474,1.77611,0,2.055,0,0,
SPY   170616P00145000,5/26/2016 8:45:00 AM,5/26/2016 8:44:49 AM,3745108,5/26/2016 8:44:45 AM,2.38,302,M,5/26/2016 8:44:49 AM,2.44,3577,W,0.27117,0.27211,0.27305,-0.08328,-0.08328,0.00267,-0.2056,0.32821,-0.01118,209.62,209.63,205.63829,1.76964,0,2.41,0,0,
SPY   170616P00150000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657086,5/26/2016 8:44:29 AM,2.8,108,C,5/26/2016 8:44:29 AM,2.87,3478,W,0.26278,0.26375,0.26472,-0.09784,-0.09784,0.00311,-0.24167,0.36886,-0.01223,209.62,209.63,205.63831,1.76964,0,2.835,0,0,
SPY   170616P00155000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3739956,5/26/2016 8:44:40 AM,3.28,90,C,5/26/2016 8:44:47 AM,3.34,3541,W,0.2544,0.25514,0.25589,-0.11426,-0.11426,0.00359,-0.28256,0.41216,-0.01325,209.62,209.63,205.63829,1.76964,0,3.31,0,0,
SPY   170616P00160000,5/26/2016 8:45:00 AM,5/26/2016 8:44:32 AM,3686539,5/26/2016 8:44:32 AM,3.82,419,H,5/26/2016 8:44:32 AM,3.9,4081,W,0.24571,0.2466,0.24749,-0.13318,-0.13318,0.00414,-0.32955,0.45762,-0.01426,209.58,209.58,205.59291,1.76926,0,3.86,0,0,
SPY   170616P00165000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657128,5/26/2016 8:43:18 AM,4.46,168,T,5/26/2016 8:43:19 AM,4.53,3691,W,0.23779,0.23849,0.23919,-0.15461,-0.15461,0.00474,-0.38313,0.50535,-0.01527,209.62,209.63,205.63831,1.76964,0,4.495,0,0,
SPY   170616P00170000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657149,5/26/2016 8:44:29 AM,5.17,88,C,5/26/2016 8:44:27 AM,5.25,3603,W,0.22935,0.23008,0.2308,-0.17887,-0.17887,0.00539,-0.44362,0.55398,-0.0162,209.62,209.63,205.63831,1.76964,0,5.21,0,0,
SPY   170616P00175000,5/26/2016 8:45:00 AM,5/26/2016 8:44:49 AM,3745106,5/26/2016 8:44:49 AM,5.99,76,E,5/26/2016 8:44:49 AM,6.06,4198,W,0.22109,0.22168,0.22227,-0.20632,-0.20632,0.00611,-0.51239,0.60346,-0.01704,209.62,209.63,205.63829,1.76964,0,6.025,0,0,
SPY   170616P00180000,5/26/2016 8:45:00 AM,5/26/2016 8:44:49 AM,3745109,5/26/2016 8:44:47 AM,6.92,112,C,5/26/2016 8:44:49 AM,7,4486,W,0.21275,0.21337,0.21398,-0.23737,-0.23737,0.00687,-0.58996,0.65209,-0.01777,209.62,209.63,205.63829,1.76964,0,6.96,0,0,
SPY   170616P00181000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769674,5/26/2016 8:44:57 AM,7.13,172,C,5/26/2016 8:44:57 AM,7.2,3028,X,0.21129,0.21183,0.21236,-0.24398,-0.24398,0.00703,-0.60659,0.66187,-0.01791,209.64,209.64999,205.65846,1.76981,0,7.165,0,0,
SPY   170616P00182000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769677,5/26/2016 8:44:57 AM,7.34,188,C,5/26/2016 8:44:57 AM,7.41,4599,W,0.20968,0.2102,0.21073,-0.25082,-0.25082,0.00719,-0.62383,0.67159,-0.01804,209.64,209.64999,205.65846,1.76981,0,7.375,0,0,
SPY   170616P00183000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3739996,5/26/2016 8:44:45 AM,7.55,67,E,5/26/2016 8:44:47 AM,7.63,4656,W,0.2079,0.2085,0.20909,-0.25792,-0.25792,0.00735,-0.64177,0.68132,-0.01815,209.62,209.63,205.63829,1.76964,0,7.59,0,0,
